home+AF8-team,away+AF8-team,home+AF8-team+AF8-prob,odds 1,odds 2,result,date
LAL,CHO,0.7332177275139125,+ACI-1,13+ACI-,+ACI-6,5+ACI-,0,2025+AC0-02+AC0-19
