home+AF8-team,away+AF8-team,home+AF8-team+AF8-prob,odds 1,odds 2,result,date
DAL,PHO,0.3023193112730147,+ACI-3,4+ACI-,+ACI-1,33+ACI-,0,2025+AC0-03+AC0-09
LAC,SAC,0.5864923576985878,+ACI-1,42+ACI-,+ACI-2,95+ACI-,0,2025+AC0-03+AC0-09
MIL,CLE,0.5955706890042378,4,+ACI-1,26+ACI-,0,2025+AC0-03+AC0-09
MIN,SAS,0.7549835049695403,+ACI-1,19+ACI-,+ACI-4,9+ACI-,0,2025+AC0-03+AC0-09
NOP,MEM,0.2283874836457084,4,+ACI-1,26+ACI-,0,2025+AC0-03+AC0-09
OKC,DEN,0.755515750811358,+ACI-1,32+ACI-,+ACI-3,5+ACI-,0,2025+AC0-03+AC0-09
PHI,UTA,0.4103780195157608,+ACI-1,41+ACI-,3,0,2025+AC0-03+AC0-09
POR,DET,0.606728893369956,+ACI-2,15+ACI-,+ACI-1,74+ACI-,0,2025+AC0-03+AC0-09
