home+AF8-team,away+AF8-team,home+AF8-team+AF8-prob,odds 1,odds 2,result,date
ATL,MIL,0.4056761828195212,+ACI-2,8+ACI-,+ACI-1,45+ACI-,0,2025+AC0-02+AC0-07
BRK,MIA,0.47845072467473926,+ACI-2,85+ACI-,+ACI-1,44+ACI-,0,2025+AC0-02+AC0-07
CHO,SAS,0.4490420893732544,+ACI-4,5+ACI-,+ACI-1,22+ACI-,0,2025+AC0-02+AC0-07
DET,PHI,0.5084958312037425,+ACI-2,55+ACI-,+ACI-1,54+ACI-,0,2025+AC0-02+AC0-07
OKC,TOR,0.7403798403921051,+ACI-1,05+ACI-,11,0,2025+AC0-02+AC0-07
PHO,UTA,0.5840878828666356,+ACI-1,29+ACI-,+ACI-3,7+ACI-,0,2025+AC0-02+AC0-07
WAS,CLE,0.36324923475354415,10,+ACI-1,06+ACI-,0,2025+AC0-02+AC0-07
