home_team,away_team,game_date
MIN,BOS,2025-11-29
CHO,TOR,2025-11-29
IND,CHI,2025-11-29
MIA,DET,2025-11-29
MIL,BRK,2025-11-29
GSW,NOP,2025-11-29
PHX,DEN,2025-11-29
LAC,DAL,2025-11-29
