home_team,away_team,game_date
CLE,LAL,2026-01-28
IND,CHI,2026-01-28
BOS,ATL,2026-01-28
MIA,ORL,2026-01-28
TOR,NYK,2026-01-28
MEM,CHO,2026-01-28
DAL,MIN,2026-01-28
UTA,GSW,2026-01-28
HOU,SAS,2026-01-28
