home_team,away_team,game_date
IND,CHO,2026-02-26
PHI,MIA,2026-02-26
ATL,WAS,2026-02-26
BRK,SAS,2026-02-26
ORL,HOU,2026-02-26
CHI,POR,2026-02-26
DAL,SAC,2026-02-26
PHX,LAL,2026-02-26
UTA,NOP,2026-02-26
LAC,MIN,2026-02-26
