home_team,away_team,game_date
DET,HOU,2026-01-23
ATL,PHX,2026-01-23
BRK,BOS,2026-01-23
CLE,SAC,2026-01-23
MEM,NOP,2026-01-23
OKC,IND,2026-01-23
MIL,DEN,2026-01-23
POR,TOR,2026-01-23
