home_team,away_team,game_date
PHI,MIA,2025-11-23
ATL,CHO,2025-11-23
BOS,ORL,2025-11-23
CLE,LAC,2025-11-23
TOR,BRK,2025-11-23
OKC,POR,2025-11-23
PHX,SAS,2025-11-23
UTA,LAL,2025-11-23
