home_team,away_team,game_date
BOS,GSW,2026-03-18
BRK,OKC,2026-03-18
IND,POR,2026-03-18
CHI,TOR,2026-03-18
MIN,UTA,2026-03-18
NOP,LAC,2026-03-18
DAL,ATL,2026-03-18
MEM,DEN,2026-03-18
HOU,LAL,2026-03-18
