home_team,away_team,game_date
IND,PHI,2026-02-24
ATL,WAS,2026-02-24
BRK,DAL,2026-02-24
CLE,NYK,2026-02-24
TOR,OKC,2026-02-24
CHI,CHO,2026-02-24
MIL,MIA,2026-02-24
NOP,GSW,2026-02-24
PHX,BOS,2026-02-24
POR,MIN,2026-02-24
LAL,ORL,2026-02-24
