home_team,away_team,game_date
ORL,ATL,2026-04-01
WAS,PHI,2026-04-01
MIA,BOS,2026-04-01
CHI,IND,2026-04-01
HOU,MIL,2026-04-01
MEM,NYK,2026-04-01
TOR,SAC,2026-04-01
UTA,DEN,2026-04-01
GSW,SAS,2026-04-01
