home_team,away_team,game_date
IND,LAC,2026-03-27
BOS,ATL,2026-03-27
CLE,MIA,2026-03-27
MEM,HOU,2026-03-27
OKC,CHI,2026-03-27
TOR,NOP,2026-03-27
DEN,UTA,2026-03-27
GSW,WAS,2026-03-27
POR,DAL,2026-03-27
LAL,BRK,2026-03-27
