home_team,away_team,game_date
IND,NOP,2026-01-16
PHI,CLE,2026-01-16
BRK,CHI,2026-01-16
TOR,LAC,2026-01-16
HOU,MIN,2026-01-16
SAC,WAS,2026-01-16
