home_team,away_team,game_date
NYK,DEN,2026-02-04
TOR,MIN,2026-02-04
HOU,BOS,2026-02-04
MIL,NOP,2026-02-04
SAS,OKC,2026-02-04
SAC,MEM,2026-02-04
LAC,CLE,2026-02-04
