home_team,away_team,game_date
CHO,ATL,2025-12-18
IND,NYK,2025-12-18
BRK,MIA,2025-12-18
MIL,TOR,2025-12-18
NOP,HOU,2025-12-18
OKC,LAC,2025-12-18
SAS,WAS,2025-12-18
DAL,DET,2025-12-18
DEN,ORL,2025-12-18
PHX,GSW,2025-12-18
UTA,LAL,2025-12-18
POR,SAC,2025-12-18
