home_team,away_team,game_date
ORL,NOP,2026-01-11
MEM,BRK,2026-01-11
POR,NYK,2026-01-11
TOR,PHI,2026-01-11
MIN,SAS,2026-01-11
OKC,MIA,2026-01-11
DEN,MIL,2026-01-11
PHX,WAS,2026-01-11
GSW,ATL,2026-01-11
SAC,HOU,2026-01-11
