home_team,away_team,game_date
DET,DEN,2026-02-03
IND,UTA,2026-02-03
WAS,NYK,2026-02-03
BRK,LAL,2026-02-03
MIA,ATL,2026-02-03
DAL,BOS,2026-02-03
MIL,CHI,2026-02-03
OKC,ORL,2026-02-03
GSW,PHI,2026-02-03
POR,PHX,2026-02-03
