home_team,away_team,game_date
WAS,MIA,2026-04-10
CHO,DET,2026-04-10
ATL,CLE,2026-04-10
BOS,NOP,2026-04-10
IND,PHI,2026-04-10
NYK,TOR,2026-04-10
CHI,ORL,2026-04-10
MIL,BRK,2026-04-10
SAS,DAL,2026-04-10
DEN,OKC,2026-04-10
HOU,MIN,2026-04-10
UTA,MEM,2026-04-10
POR,LAC,2026-04-10
SAC,GSW,2026-04-10
LAL,PHX,2026-04-10
