home_team,away_team,game_date
CLE,BOS,2026-03-08
LAL,NYK,2026-03-08
MIA,DET,2026-03-08
TOR,DAL,2026-03-08
NOP,WAS,2026-03-08
MIL,ORL,2026-03-08
SAS,HOU,2026-03-08
POR,IND,2026-03-08
SAC,CHI,2026-03-08
PHX,CHO,2026-03-08
