home_team,away_team,game_date
NYK,OKC,2026-03-04
BOS,CHO,2026-03-04
PHI,UTA,2026-03-04
MEM,POR,2026-03-04
MIL,ATL,2026-03-04
LAC,IND,2026-03-04
