home_team,away_team,game_date
IND,MIN,2026-04-07
WAS,CHI,2026-04-07
BRK,MIL,2026-04-07
TOR,MIA,2026-04-07
BOS,CHO,2026-04-07
NOP,UTA,2026-04-07
GSW,SAC,2026-04-07
LAL,OKC,2026-04-07
LAC,DAL,2026-04-07
PHX,HOU,2026-04-07
