home_team,away_team,game_date
CLE,CHO,2025-12-22
BOS,IND,2025-12-22
NOP,DAL,2025-12-22
DEN,UTA,2025-12-22
OKC,MEM,2025-12-22
GSW,ORL,2025-12-22
POR,DET,2025-12-22
