home_team,away_team,game_date
NYK,ORL,2025-12-07
TOR,BOS,2025-12-07
CHO,DEN,2025-12-07
MEM,POR,2025-12-07
CHI,GSW,2025-12-07
PHI,LAL,2025-12-07
UTA,OKC,2025-12-07
