home_team,away_team,game_date
OKC,PHI,2025-12-28
TOR,GSW,2025-12-28
POR,BOS,2025-12-28
WAS,MEM,2025-12-28
LAC,DET,2025-12-28
LAL,SAC,2025-12-28
