home_team,away_team,game_date
WAS,POR,2026-01-27
NYK,SAC,2026-01-27
OKC,NOP,2026-01-27
PHI,MIL,2026-01-27
DEN,DET,2026-01-27
PHX,BRK,2026-01-27
UTA,LAC,2026-01-27
