home_team,away_team,game_date
BOS,TOR,2026-01-09
ORL,PHI,2026-01-09
WAS,NOP,2026-01-09
BRK,LAC,2026-01-09
MEM,OKC,2026-01-09
DEN,ATL,2026-01-09
PHX,NYK,2026-01-09
GSW,SAC,2026-01-09
POR,HOU,2026-01-09
LAL,MIL,2026-01-09
