home_team,away_team,game_date
CLE,DET,2026-01-04
ORL,IND,2026-01-04
BRK,DEN,2026-01-04
MIA,NOP,2026-01-04
WAS,MIN,2026-01-04
PHX,OKC,2026-01-04
SAC,MIL,2026-01-04
LAL,MEM,2026-01-04
