home_team,away_team,game_date
MIA,MIN,2026-01-03
NYK,PHI,2026-01-03
TOR,ATL,2026-01-03
CHI,CHO,2026-01-03
SAS,POR,2026-01-03
DAL,HOU,2026-01-03
GSW,UTA,2026-01-03
LAC,BOS,2026-01-03
