home_team,away_team,game_date
MIA,PHX,2026-01-13
HOU,CHI,2026-01-13
MIL,MIN,2026-01-13
NOP,DEN,2026-01-13
OKC,SAS,2026-01-13
LAL,ATL,2026-01-13
GSW,POR,2026-01-13
