home_team,away_team,game_date
DET,NYK,2026-01-05
BOS,CHI,2026-01-05
TOR,ATL,2026-01-05
HOU,PHX,2026-01-05
OKC,CHO,2026-01-05
PHI,DEN,2026-01-05
LAC,GSW,2026-01-05
POR,UTA,2026-01-05
