home_team,away_team,game_date
DET,ATL,2026-03-25
IND,LAL,2026-03-25
PHI,CHI,2026-03-25
BOS,OKC,2026-03-25
CLE,MIA,2026-03-25
MEM,SAS,2026-03-25
UTA,WAS,2026-03-25
MIN,HOU,2026-03-25
DEN,DAL,2026-03-25
GSW,BRK,2026-03-25
POR,MIL,2026-03-25
LAC,TOR,2026-03-25
