home_team,away_team,game_date
MIL,SAS,2026-03-28
MIN,DET,2026-03-28
CHO,PHI,2026-03-28
ATL,SAC,2026-03-28
MEM,CHI,2026-03-28
PHX,UTA,2026-03-28
