home_team,away_team,game_date
MIL,LAC,2026-03-29
IND,MIA,2026-03-29
BRK,SAC,2026-03-29
CHO,BOS,2026-03-29
POR,WAS,2026-03-29
TOR,ORL,2026-03-29
NOP,HOU,2026-03-29
OKC,NYK,2026-03-29
DEN,GSW,2026-03-29
