home_team,away_team,game_date
DEN,HOU,2025-12-20
NOP,IND,2025-12-20
PHI,DAL,2025-12-20
TOR,BOS,2025-12-20
DET,CHO,2025-12-20
MEM,WAS,2025-12-20
GSW,PHX,2025-12-20
UTA,ORL,2025-12-20
SAC,POR,2025-12-20
LAC,LAL,2025-12-20
