home_team,away_team,game_date
DET,SAC,2026-01-25
MEM,DEN,2026-01-25
MIN,GSW,2026-01-25
MIL,DAL,2026-01-25
OKC,TOR,2026-01-25
SAS,NOP,2026-01-25
PHX,MIA,2026-01-25
LAC,BRK,2026-01-25
