home_team,away_team,game_date
IND,TOR,2026-01-14
PHI,CLE,2026-01-14
CHI,UTA,2026-01-14
NOP,BRK,2026-01-14
DAL,DEN,2026-01-14
SAC,NYK,2026-01-14
LAC,WAS,2026-01-14
