home_team,away_team,game_date
PHI,PHX,2026-01-20
CHI,LAC,2026-01-20
HOU,SAS,2026-01-20
UTA,MIN,2026-01-20
DEN,LAL,2026-01-20
GSW,TOR,2026-01-20
SAC,MIA,2026-01-20
