home_team,away_team,game_date
BOS,ORL,2026-04-12
CLE,WAS,2026-04-12
IND,DET,2026-04-12
MIA,ATL,2026-04-12
NYK,CHO,2026-04-12
PHI,MIL,2026-04-12
TOR,BRK,2026-04-12
DAL,CHI,2026-04-12
HOU,MEM,2026-04-12
LAC,GSW,2026-04-12
LAL,UTA,2026-04-12
MIN,NOP,2026-04-12
OKC,PHX,2026-04-12
POR,SAC,2026-04-12
SAS,DEN,2026-04-12
