home_team,away_team,game_date
ATL,MIA,2025-12-26
IND,BOS,2025-12-26
ORL,CHO,2025-12-26
WAS,TOR,2025-12-26
CHI,PHI,2025-12-26
MEM,MIL,2025-12-26
NOP,PHX,2025-12-26
UTA,DET,2025-12-26
POR,LAC,2025-12-26
