home_team,away_team,game_date
MEM,ORL,2026-01-18
CHI,BRK,2026-01-18
HOU,NOP,2026-01-18
DEN,CHO,2026-01-18
SAC,POR,2026-01-18
LAL,TOR,2026-01-18
