home_team,away_team,game_date
CHO,DET,2026-02-09
BRK,CHI,2026-02-09
MIA,UTA,2026-02-09
ORL,MIL,2026-02-09
MIN,ATL,2026-02-09
NOP,SAC,2026-02-09
DEN,CLE,2026-02-09
GSW,MEM,2026-02-09
LAL,OKC,2026-02-09
POR,PHI,2026-02-09
