home_team,away_team,game_date
CHO,MIL,2025-12-29
WAS,PHX,2025-12-29
BRK,GSW,2025-12-29
MIA,DEN,2025-12-29
TOR,ORL,2025-12-29
CHI,MIN,2025-12-29
HOU,IND,2025-12-29
NOP,NYK,2025-12-29
OKC,ATL,2025-12-29
SAS,CLE,2025-12-29
POR,DAL,2025-12-29
