home_team,away_team,game_date
CHO,ATL,2026-02-11
CLE,WAS,2026-02-11
ORL,MIL,2026-02-11
BOS,CHI,2026-02-11
BRK,IND,2026-02-11
PHI,NYK,2026-02-11
TOR,DET,2026-02-11
HOU,LAC,2026-02-11
MIN,POR,2026-02-11
NOP,MIA,2026-02-11
DEN,MEM,2026-02-11
PHX,OKC,2026-02-11
UTA,SAC,2026-02-11
GSW,SAS,2026-02-11
