home_team,away_team,game_date
BOS,DET,2025-11-26
CHO,NYK,2025-11-26
MIA,MIL,2025-11-26
OKC,MIN,2025-11-26
TOR,IND,2025-11-26
NOP,MEM,2025-11-26
GSW,HOU,2025-11-26
POR,SAS,2025-11-26
SAC,PHX,2025-11-26
