home_team,away_team,game_date
DET,OKC,2026-02-25
MEM,GSW,2026-02-25
TOR,SAS,2026-02-25
HOU,SAC,2026-02-25
MIL,CLE,2026-02-25
DEN,BOS,2026-02-25
