home_team,away_team,game_date
ATL,MIL,2026-01-19
CLE,OKC,2026-01-19
WAS,LAC,2026-01-19
NYK,DAL,2026-01-19
SAS,UTA,2026-01-19
PHI,IND,2026-01-19
BRK,PHX,2026-01-19
DET,BOS,2026-01-19
GSW,MIA,2026-01-19
