home_team,away_team,game_date
CLE,MIL,2025-11-17
DET,IND,2025-11-17
PHI,LAC,2025-11-17
MIA,NYK,2025-11-17
TOR,CHO,2025-11-17
MIN,DAL,2025-11-17
NOP,OKC,2025-11-17
DEN,CHI,2025-11-17
