home_team,away_team,game_date
PHX,ORL,2026-02-21
NOP,PHI,2026-02-21
CHI,DET,2026-02-21
MIA,MEM,2026-02-21
SAS,SAC,2026-02-21
NYK,HOU,2026-02-21
