home_team,away_team,game_date
ORL,CHO,2026-01-22
PHI,HOU,2026-01-22
WAS,DEN,2026-01-22
DAL,GSW,2026-01-22
MIN,CHI,2026-01-22
UTA,SAS,2026-01-22
LAC,LAL,2026-01-22
POR,MIA,2026-01-22
