home_team,away_team,game_date
PHI,MEM,2026-03-10
ATL,DAL,2026-03-10
BRK,DET,2026-03-10
MIA,WAS,2026-03-10
HOU,TOR,2026-03-10
MIL,PHX,2026-03-10
SAS,BOS,2026-03-10
GSW,CHI,2026-03-10
POR,CHO,2026-03-10
SAC,IND,2026-03-10
LAL,MIN,2026-03-10
