home_team,away_team,game_date
ORL,CLE,2026-03-11
NOP,TOR,2026-03-11
UTA,NYK,2026-03-11
DEN,HOU,2026-03-11
SAC,CHO,2026-03-11
LAC,MIN,2026-03-11
