home_team,away_team,game_date
OKC,MIN,2026-03-15
CLE,DAL,2026-03-15
MIL,IND,2026-03-15
TOR,DET,2026-03-15
PHI,POR,2026-03-15
NYK,GSW,2026-03-15
SAC,UTA,2026-03-15
