home_team,away_team,game_date
ATL,IND,2026-01-26
CHO,PHI,2026-01-26
CLE,ORL,2026-01-26
BOS,POR,2026-01-26
CHI,LAL,2026-01-26
HOU,MEM,2026-01-26
MIN,GSW,2026-01-26
