home_team,away_team,game_date
ATL,CHI,2025-12-21
BRK,TOR,2025-12-21
NYK,MIA,2025-12-21
MIN,MIL,2025-12-21
WAS,SAS,2025-12-21
SAC,HOU,2025-12-21
