home_team,away_team,game_date
MIN,ORL,2026-03-07
ATL,PHI,2026-03-07
DET,BRK,2026-03-07
MEM,LAC,2026-03-07
MIL,UTA,2026-03-07
OKC,GSW,2026-03-07
