home_team,away_team,game_date
BOS,LAL,2025-12-05
ORL,MIA,2025-12-05
ATL,DEN,2025-12-05
CLE,SAS,2025-12-05
DET,POR,2025-12-05
NYK,UTA,2025-12-05
TOR,CHO,2025-12-05
CHI,IND,2025-12-05
HOU,PHX,2025-12-05
MEM,LAC,2025-12-05
MIL,PHI,2025-12-05
OKC,DAL,2025-12-05
