home_team,away_team,game_date
IND,CLE,2026-01-06
WAS,ORL,2026-01-06
MEM,SAS,2026-01-06
MIN,MIA,2026-01-06
NOP,LAL,2026-01-06
SAC,DAL,2026-01-06
