home_team,away_team,game_date
BOS,LAC,2025-11-16
SAS,SAC,2025-11-16
WAS,BRK,2025-11-16
HOU,ORL,2025-11-16
NOP,GSW,2025-11-16
DAL,POR,2025-11-16
PHX,ATL,2025-11-16
UTA,CHI,2025-11-16
