home_team,away_team,game_date
IND,WAS,2025-12-14
CLE,CHO,2025-12-14
ATL,PHI,2025-12-14
BRK,MIL,2025-12-14
CHI,NOP,2025-12-14
MIN,SAC,2025-12-14
PHX,LAL,2025-12-14
POR,GSW,2025-12-14
