home_team,away_team,game_date
IND,SAS,2026-01-02
WAS,BRK,2026-01-02
CLE,DEN,2026-01-02
NYK,ATL,2026-01-02
CHI,ORL,2026-01-02
MIL,CHO,2026-01-02
NOP,POR,2026-01-02
PHX,SAC,2026-01-02
GSW,OKC,2026-01-02
LAL,MEM,2026-01-02
