home_team,away_team,game_date
DET,WAS,2026-02-05
ORL,BRK,2026-02-05
ATL,UTA,2026-02-05
TOR,CHI,2026-02-05
HOU,CHO,2026-02-05
DAL,SAS,2026-02-05
LAL,PHI,2026-02-05
PHX,GSW,2026-02-05
