home_team,away_team,game_date
DET,ATL,2025-12-01
IND,CLE,2025-12-01
WAS,MIL,2025-12-01
BRK,CHO,2025-12-01
MIA,LAC,2025-12-01
ORL,CHI,2025-12-01
DEN,DAL,2025-12-01
UTA,HOU,2025-12-01
LAL,PHX,2025-12-01
