home_team,away_team,game_date
DET,LAL,2026-03-23
MIA,SAS,2026-03-23
ORL,IND,2026-03-23
PHI,OKC,2026-03-23
ATL,MEM,2026-03-23
CHI,HOU,2026-03-23
UTA,TOR,2026-03-23
DAL,GSW,2026-03-23
POR,BRK,2026-03-23
LAC,MIL,2026-03-23
