home_team,away_team,game_date
BRK,NYK,2026-03-20
DET,GSW,2026-03-20
HOU,ATL,2026-03-20
MEM,BOS,2026-03-20
MIN,POR,2026-03-20
DEN,TOR,2026-03-20
